타임스탬프,1. 종합비타민 등 영양제를 섭취한 경험이 있습니까?,1-1. 섭취하신 영양제 종류를 모두 골라주세요.,2. 종합비타민 등 영양제를 구매한 경험이 있습니까?,"3. 비타민B군 영양제를 섭취한 경험이 있습니까? (아로나민골드, 비맥스메타, 엑세라민비, 임팩타민, 벤포벨 등)",4. 비타민B군 영양제를 구매한 경험이 있습니까?,5. 어떤 상황에서 특히 건강을 잘 챙겨야겠다고 느끼십니까? (답변 필수는 아니지만 연구에 많은 도움이 됩니다.),6. 어떤 상황에서 특히 피로하다고 느끼십니까? (답변 필수는 아니지만 연구에 많은 도움이 됩니다.),1. 향후 비타민B군 영양제를 구매할 의향이 있으십니까?,1-1. 구매할 의향이 있다면 그 이유는 무엇입니까? (중복체크),1-2. 구매할 의향이 없다면 그 이유는 무엇입니까? (중복체크),2. 아로나민골드/아로나민골드프리미엄에 대해 알고 계십니까?,3. 아로나민골드/아로나민골드프리미엄 제품을 구매한 경험이 있습니까?,4. 향후 아로나민골드/아로나민골드프리미엄을 구매할 의향이 있으십니까?,5. 비맥스메타/비맥스액티브/엑세라민비/임팩타민프리미엄/벤포벨 제품을 구매한 경험이 있습니까?,"6. 비타민B군 영양제를 섭취한 경험이 있는 경우, 효과가 있다고 느끼셨습니까?","7. 비타민B군 영양제를 섭취한 경험이 있는 경우, 부작용이 있으셨습니까? (있는 경우 증상을 기타에 적어주세요)",1. 나는 비타민B군 영양제에 관심이 있다,2. 나에게 비타민B군 영양제는 중요하다,3. 나에게 비타민B군 영양제는 가치가 있다,4. 나에게 비타민B군 영양제는 유용하다,5. 내가 비타민B군 영양제를 섭취했다면 해당 영양제는 (누가) 구매했을 것이다,6. 내가 비타민B군 영양제를 구매한다면 (누가) 섭취하는 것으로 상정하고 구매할 것이다,1. 비타민 등을 구매할 때 중요하게 고려하는 사항은 무엇입니까? (중복허용),2. 비타민B군 영양제의 가격은 제품을 섭취/구매하는 데 있어 중요하게 작용한다,3. 비타민B군 영양제의 적정 가격 수준은 얼마라고 생각하십니까?,4. 비타민B군 영양제의 성분 및 함량은 제품을 섭취/구매하는 데 있어 중요하게 작용한다,5. 비타민B군 영양제의 브랜드 인지도 및 이미지는 제품을 섭취/구매하는 데 있어 중요하게 작용한다,6. 비타민B군 영양제를 약국에서만 구매할 수 있는 경우 구매할 의향이 있다 (온라인몰 등 불가),7. 비타민B군 영양제를 해외직구로 구매할 수 있는 경우 구매할 의향이 있다 ,1. 평소 일상적으로 사용하시는 항목을 모두 골라주세요,2. 평소 원하는 정보를 얻기 위해서 사용하시는 정보원을 모두 골라주세요,3. 나는 평소 제품을 구매할 때 제품의 특징을 면밀히 살펴보고 구매한다,4. 나는 평소 제품을 구매할 때 다른 제품과 비교해보고 구매한다,1. 나는 건강에 대해 관심이 많다,2. 나는 식사와 영양에 관심이 많다,3. 나는 식품을 구매할 때 포장지 뒷면의 영양성분표시 부분을 확인한다,4. 평소 운동을 얼마나 자주 하십니까? (30분 이상 숨 차는 강도),5. 본인이 건강을 위해 중요하다고 생각하고 실천 중인 건강관리 방법은 무엇입니까?,1. 나는 건강하다고 생각한다,2. 하루 평균 수면시간은 어떻게 되십니까?,3. 음주를 얼마나 자주 하십니까?,4. 커피를 얼마나 자주 마십니까?,5. 담배를 피우십니까?,5-1. 하루 평균 흡연량이 얼마나 되십니까?,"6. 현재 앓고 있는 질병이 있거나, 과거에 질병을 앓은 적이 있습니까?",1. 본인의 성별은?,2. 본인의 나이는?,3. 결혼 여부,4. 가구 수,5. 최종학력,6. 직업,7. 소득 수준 (주부의 경우 가구 소득 수준),
2022/06/07 3:56:53 오후 GMT+9,예 (1-1번으로 이동),종합비타민,예,예,예,,,예 (1-1번으로 이동),피로회복을 위해;일상의 활력 충전을 위해,,예,예,예,예,예,아니오,4,4,4,4,2,2,원하는 성분과 그 함량,3,4~5만원 미만,5,5,1,1,유튜브,"포털사이트 (구글, 네이버, 다음 등)",3,3,5,1,1,주 3~5회,"규칙적인 운동;비타민, 무기질 등 영양제 섭취",4,5~6시간,한달에 1~2회,전혀 마시지 않는다,아니오 (6번으로 이동),,없다,남자,20대,미혼,3~5인 가구,대학교 재학,학생,월 100만원 미만,
2022/06/07 3:57:43 오후 GMT+9,예 (1-1번으로 이동),종합비타민,예,아니오,아니오,면역력이 떨어졌을때,운동후,예 (1-1번으로 이동),건강 유지를 위해,,예,예,예,아니오,아니오,,3,3,3,3,1,1,제조사(상표) 신뢰도,5,2~3만원 미만,5,5,5,1,유튜브;인스타그램,"유튜브;포털사이트 (구글, 네이버, 다음 등)",4,4,5,4,5,주 1~2회,좋은 식습관,4,5~6시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,40대,기혼,3~5인 가구,고졸이하,주부,소득 없음,
2022/06/07 3:57:51 오후 GMT+9,예 (1-1번으로 이동),비타민C;유산균,예,예,예,시험 준비를 할때/ 몸 컨디션이 떨어졌을 때,일정 시간 이상 숙면하지 못했을 때,예 (1-1번으로 이동),피로회복을 위해;불규칙한 식사의 영양소 보충을 위해;일상의 활력 충전을 위해;건강 유지를 위해,,예,아니오,아니오,예,예,아니오,4,4,5,4,2,2,제조사(상표) 신뢰도;원하는 성분과 그 함량,4,1~2만원 미만,4,4,4,2,유튜브;인스타그램;신문/뉴스포털,"유튜브;포털사이트 (구글, 네이버, 다음 등);네이버카페;신문/뉴스포털;지인",4,4,5,4,4,주 3~5회,"규칙적인 운동;좋은 식습관;비타민, 무기질 등 영양제 섭취",4,6~8시간,한달에 3~4회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,20대,미혼,1인 가구,대학교 졸업,학생,소득 없음,
2022/06/07 3:57:56 오후 GMT+9,예 (1-1번으로 이동),비타민C;비타민D;유산균,예,아니오,아니오,음주다음날 및 수면시건 부족시,아침기상시,예 (1-1번으로 이동),피로회복을 위해;일상의 활력 충전을 위해;의사/약사 등 전문가의 권유에 의해,,아니오,아니오,예,아니오,예,아니오,4,4,4,4,5,5,주변의 효과와 경험담 소개;제조사(상표) 신뢰도;적정 가격,5,3~4만원 미만,5,5,3,2,유튜브;페이스북;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청,"유튜브;페이스북;포털사이트 (구글, 네이버, 다음 등);TV시청;신문/뉴스포털",5,4,5,5,4,주 3~5회,규칙적인 운동;좋은 식습관;정기적인 건강검진,4,5~6시간,한달에 3~4회,하루에 2잔 이상,아니오 (6번으로 이동),,없다,남자,50대,기혼,3~5인 가구,대학교 졸업,사무직,월 700만원 이상,
2022/06/07 3:58:08 오후 GMT+9,예 (1-1번으로 이동),종합비타민,아니오,예,아니오,몸이 예전같지 않고 피로할때,수면부족일때,잘 모르겠음 (2번으로 이동),,,예,아니오,예,아니오,아니오,아니오,3,3,3,3,4,4,주변의 효과와 경험담 소개;제조사(상표) 신뢰도;적정 가격,4,1~2만원 미만,4,4,4,4,유튜브;인스타그램;페이스북;TV시청,유튜브;인스타그램;지식인,3,3,4,4,4,주 1~2회,규칙적인 생활,3,5~6시간,한달에 1~2회,일주일에 1~3잔,아니오 (6번으로 이동),,없다,여자,30대,미혼,2인 가구,전문대 졸,사무직,월 200~300만원 미만,
2022/06/07 3:59:22 오후 GMT+9,예 (1-1번으로 이동),종합비타민;비타민C;오메가3,예,아니오,아니오,,,아니오 (1-2번으로 이동),,비타민 c에 대한 선호도가 더 높다,예,아니오,아니오,아니오,,,,,,,,,,,,,,,,유튜브;인스타그램,"유튜브;인스타그램;포털사이트 (구글, 네이버, 다음 등);네이버카페",5,5,5,5,1,거의 안한다,"비타민, 무기질 등 영양제 섭취",3,5~6시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,20대,미혼,3~5인 가구,대학원,학생,소득 없음,
2022/06/07 4:01:18 오후 GMT+9,예 (1-1번으로 이동),종합비타민,아니오,아니오,아니오,피곤할때,,잘 모르겠음 (2번으로 이동),,,예,아니오,아니오,아니오,예,아니오,3,3,3,3,4,4,주변의 효과와 경험담 소개,4,2~3만원 미만,4,4,3,1,유튜브;인스타그램;페이스북;온라인/모바일앱 커뮤니티 (네이버카페 외),"유튜브;인스타그램;페이스북;포털사이트 (구글, 네이버, 다음 등);온라인/모바일앱 커뮤니티 (네이버카페 외);지인",3,4,4,4,2,주 1~2회,"좋은 식습관;비타민, 무기질 등 영양제 섭취",4,6~8시간,한달에 3~4회,전혀 마시지 않는다,아니오 (6번으로 이동),,없다,남자,20대,미혼,1인 가구,대학교 재학,학생,소득 없음,
2022/06/07 4:02:06 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민D;오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,예,예,하루 종일 무기력할 때,전날 밤늦게 잤을 때,예 (1-1번으로 이동),피로회복을 위해;불규칙한 식사의 영양소 보충을 위해;가족/친척/지인의 권유에 의해,,아니오,아니오,예,아니오,아니오,아니오,3,2,2,3,5,4,원하는 성분과 그 함량;적정 가격,4,2~3만원 미만,5,4,2,2,유튜브;인스타그램,"유튜브;포털사이트 (구글, 네이버, 다음 등)",4,4,3,3,2,한달 1~2회 정도,규칙적인 생활;걷기,4,6~8시간,한달에 1~2회,한달에 1~3잔,아니오 (6번으로 이동),,없다,여자,20대,미혼,1인 가구,대학교 졸업,전문직,월 200~300만원 미만,
2022/06/07 4:02:31 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;유산균;루테인, 지아잔틴 등 (눈 건강)",예,아니오,아니오,"체력저하, 시력저하","잘 졸때, 아침에 일어나기 힘들때",예 (1-1번으로 이동),피로회복을 위해;불규칙한 식사의 영양소 보충을 위해;건강 유지를 위해,,예,아니오,아니오,아니오,아니오,아니오,3,2,2,2,2,4,주변의 효과와 경험담 소개;제조사(상표) 신뢰도,4,2~3만원 미만,4,4,4,4,유튜브;인스타그램,유튜브;인스타그램,4,4,3,3,2,주 1~2회,규칙적인 운동;규칙적인 생활,4,6~8시간,한달에 3~4회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,20대,미혼,1인 가구,대학교 졸업,사무직,월 300~400만원 미만,
2022/06/07 4:04:22 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민D;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균",예,아니오,아니오,일상활동을 할 시 쉽게 지칠때/ 자도자도 피로함을 느낄 때,"일, 야외활동이 많을 시",예 (1-1번으로 이동),피로회복을 위해;건강 유지를 위해,,예,아니오,아니오,아니오,예,아니오,4,4,4,4,2,2,제조사(상표) 신뢰도;제품의 표지 등에 표시된 제품 정보;원하는 성분과 그 함량;적정 가격,4,2~3만원 미만,5,5,4,5,유튜브;인스타그램;네이버카페,"유튜브;인스타그램;포털사이트 (구글, 네이버, 다음 등);네이버카페;지인",3,4,4,2,1,거의 안한다,"비타민, 무기질 등 영양제 섭취",2,6~8시간,한달에 3~4회,하루에 1잔,아니오 (6번으로 이동),,있다,여자,20대,미혼,3~5인 가구,대학교 졸업,전문직,월 200~300만원 미만,
2022/06/07 4:06:23 오후 GMT+9,아니오 (2번으로 이동),,아니오,아니오,아니오,흡연 할때,늦게 자고 일찍 일어나야 하는 상황,예 (1-1번으로 이동),피로회복을 위해,,아니오,아니오,예,아니오,아니오,,4,4,4,4,4,4,주변의 효과와 경험담 소개;원하는 성분과 그 함량;적정 가격,4,3~4만원 미만,4,4,4,4,유튜브;인스타그램,"유튜브;인스타그램;포털사이트 (구글, 네이버, 다음 등)",3,3,3,3,2,주 3~5회,규칙적인 운동,3,5~6시간,한달에 3~4회,일주일에 1~3잔,예 (5-1번으로 이동),10~20개비 미만,없다,남자,20대,미혼,3~5인 가구,전문대 졸,공시생,소득 없음,
2022/06/07 4:07:18 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;유산균;루테인, 지아잔틴 등 (눈 건강)",예,아니오,아니오,몸이 않좋다고 느낄때,잠못질때,잘 모르겠음 (2번으로 이동),,,예,아니오,예,아니오,아니오,,3,3,3,3,3,3,주변의 효과와 경험담 소개,4,2~3만원 미만,4,4,4,4,유튜브;인스타그램;TV시청;신문/뉴스포털,"포털사이트 (구글, 네이버, 다음 등);네이버카페;TV시청",4,4,4,3,4,주 1~2회,규칙적인 운동,,6~8시간,일주일에 2~3회,일주일에 1~3잔,예 (5-1번으로 이동),10~20개비 미만,없다,남자,50대,기혼,3~5인 가구,대학원,전문직,월 500~600만원 미만,
2022/06/07 4:08:28 오후 GMT+9,예 (1-1번으로 이동),종합비타민;오메가3,예,아니오,예,,,예 (1-1번으로 이동),피로회복을 위해;질병의 예방 및 치료를 위해;건강 유지를 위해,건강하기 때문에 필요성을 느끼지 못한다,예,예,예,예,예,예,5,5,5,5,5,5,제조사(상표) 신뢰도;원하는 성분과 그 함량;적정 가격,5,4~5만원 미만,5,5,5,5,네이버카페,"포털사이트 (구글, 네이버, 다음 등);네이버카페",5,5,5,5,5,주 3~5회,규칙적인 운동;규칙적인 생활,5,5~6시간,한달에 3~4회,하루에 2잔 이상,예 (5-1번으로 이동),10~20개비 미만,있다,남자,50대,기혼,3~5인 가구,대학원,사무직,월 500~600만원 미만,
2022/06/07 4:10:37 오후 GMT+9,예 (1-1번으로 이동),"비타민C;비타민D;오메가3;루테인, 지아잔틴 등 (눈 건강)",예,아니오,아니오,아침에 피곤할때,야근 연속으로 할때,아니오 (1-2번으로 이동),,건강하기 때문에 필요성을 느끼지 못한다,예,아니오,아니오,아니오,,,,,,,,,,,,,,,,유튜브;인스타그램,"포털사이트 (구글, 네이버, 다음 등)",4,5,4,4,2,주 1~2회,규칙적인 운동;좋은 식습관,4,5~6시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,30대,미혼,3~5인 가구,대학교 졸업,사무직,월 300~400만원 미만,
2022/06/07 4:11:23 오후 GMT+9,아니오 (2번으로 이동),,아니오,아니오,아니오,"각종 내분비계통 적신호 발생시(예 : 고혈압, 콜레스테롤 수치 악화 등)",수면 부족시,아니오 (1-2번으로 이동),,균형잡힌 식생활 만으로 충분하다,아니오,아니오,아니오,아니오,,,,,,,,,,,,,,,,유튜브;인스타그램;페이스북;트위터;온라인/모바일앱 커뮤니티 (네이버카페 외);라디오 청취;신문/뉴스포털,"유튜브;인스타그램;페이스북;트위터;포털사이트 (구글, 네이버, 다음 등);온라인/모바일앱 커뮤니티 (네이버카페 외);라디오 청취;신문/뉴스포털",5,5,5,5,5,매일한다,규칙적인 운동;좋은 식습관;규칙적인 생활;정기적인 건강검진;규칙적이고 충분한 수면(특히 숙면),5,8시간 초과,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,없다,남자,50대,기혼,3~5인 가구,대학교 졸업,사무직,월 700만원 이상,
2022/06/07 4:11:35 오후 GMT+9,예 (1-1번으로 이동),"비타민C;비타민D;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균;루테인, 지아잔틴 등 (눈 건강);밀크씨슬, 우루사 등 (간 건강)",예,예,예,피로감이 많이 느낄때,음주나 운동후,예 (1-1번으로 이동),피로회복을 위해;불규칙한 식사의 영양소 보충을 위해,,예,예,예,아니오,예,아니오,4,4,4,4,4,4,주변의 효과와 경험담 소개,4,2~3만원 미만,5,4,1,4,유튜브,"유튜브;포털사이트 (구글, 네이버, 다음 등)",4,4,5,5,5,한달 1~2회 정도,규칙적인 운동;좋은 식습관,4,6~8시간,일주일에 4~5회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,50대,기혼,3~5인 가구,고졸이하,사무직,월 700만원 이상,
2022/06/07 4:12:04 오후 GMT+9,예 (1-1번으로 이동),"비타민C;비타민D;비타민B;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,예,예,몸에 문제가 생겼을 때,출퇴근길,잘 모르겠음 (2번으로 이동),,,아니오,아니오,아니오,예,아니오,아니오,3,3,4,3,5,2,주변의 효과와 경험담 소개;제품의 표지 등에 표시된 제품 정보;원하는 성분과 그 함량;적정 가격,4,2~3만원 미만,4,3,4,4,유튜브;인스타그램,"유튜브;포털사이트 (구글, 네이버, 다음 등);신문/뉴스포털;지인",2,3,4,3,2,주 1~2회,"비타민, 무기질 등 영양제 섭취",3,6~8시간,전혀 마시지 않는다,일주일에 1~3잔,아니오 (6번으로 이동),,없다,여자,20대,미혼,2인 가구,대학교 졸업,프리랜서,월 100만원 미만,
2022/06/07 4:13:38 오후 GMT+9,아니오 (2번으로 이동),,아니오,아니오,아니오,50대를 넘어가니  건강이 신경을 써야 한다 생각됨,직장 근무후 퇴근길,예 (1-1번으로 이동),피로회복을 위해;질병의 예방 및 치료를 위해,,예,아니오,예,아니오,,,3,3,3,3,3,1,주변의 효과와 경험담 소개;제조사(상표) 신뢰도,4,2~3만원 미만,4,4,4,3,유튜브;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);신문/뉴스포털,"유튜브;포털사이트 (구글, 네이버, 다음 등);네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);신문/뉴스포털",3,3,4,3,3,주 1~2회,규칙적인 운동,3,6~8시간,한달에 3~4회,하루에 1잔,아니오 (6번으로 이동),,있다,남자,50대,기혼,3~5인 가구,고졸이하,사무직,월 400~500만원 미만,
2022/06/07 4:13:59 오후 GMT+9,예 (1-1번으로 이동),종합비타민;오메가3,예,예,예,잦은 피로감,과음 및 과다한 업무,예 (1-1번으로 이동),피로회복을 위해;일상의 활력 충전을 위해,,예,예,예,아니오,예,아니오,4,5,5,5,1,1,주변의 효과와 경험담 소개;원하는 성분과 그 함량,5,2~3만원 미만,5,4,5,1,유튜브;네이버카페;TV시청,유튜브;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청,3,5,5,5,5,주 1~2회,"비타민, 무기질 등 영양제 섭취",3,5~6시간,일주일에 2~3회,하루에 1잔,예 (5-1번으로 이동),10~20개비 미만,없다,남자,50대,기혼,3~5인 가구,고졸이하,전문직,월 700만원 이상,
2022/06/07 4:14:45 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;무기질 (마그네슘, 칼슘, 철분 등);루테인, 지아잔틴 등 (눈 건강);밀크씨슬, 우루사 등 (간 건강)",예,예,예,감기걸렸을때? 정신이 아득해질때?,일하면서 운동하면서 더운날씨,예 (1-1번으로 이동),피로회복을 위해;불규칙한 식사의 영양소 보충을 위해;질병의 예방 및 치료를 위해;일상의 활력 충전을 위해;피부 미용을 위해;건강 유지를 위해,,예,예,예,아니오,아니오,아니오,4,4,4,4,3,3,원하는 성분과 그 함량;적정 가격,3,1~2만원 미만,5,3,2,4,유튜브;인스타그램;네이버카페,유튜브;인스타그램;네이버카페;신문/뉴스포털;지인,3,4,5,5,3,주 3~5회,"규칙적인 운동;규칙적인 생활;비타민, 무기질 등 영양제 섭취;정기적인 건강검진",3,5~6시간,한달에 3~4회,한달에 1~3잔,아니오 (6번으로 이동),,있다,남자,30대,미혼,1인 가구,대학교 졸업,군인,월 200~300만원 미만,
2022/06/07 4:17:28 오후 GMT+9,예 (1-1번으로 이동),"비타민C;비타민D;오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,예,예,몸이 예전 같지 않을 때... 피로를 쉽게 느낄 때...,스트레스와 불면일때...,예 (1-1번으로 이동),피로회복을 위해;건강 유지를 위해,,예,아니오,아니오,아니오,예,아니오,5,5,5,5,1,1,"원하는 성분과 그 함량;판매처(온라인, 약국, 건강기능식품 매장, 해외직구 등)",3,2~3만원 미만,5,3,2,5,유튜브;온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청,"포털사이트 (구글, 네이버, 다음 등);지인",5,5,5,5,5,주 1~2회,규칙적인 생활,3,6~8시간,한달에 1~2회,하루에 1잔,아니오 (6번으로 이동),,없다,여자,50대,기혼,2인 가구,전문대 졸,프리랜서,월 300~400만원 미만,
2022/06/07 4:18:02 오후 GMT+9,예 (1-1번으로 이동),비타민C;오메가3,예,예,예,혈액 순환이 안된다고 느끼고,잠을 많이 못잤을때,예 (1-1번으로 이동),건강 유지를 위해,,예,예,예,아니오,예,아니오,5,5,5,5,5,5,주변의 효과와 경험담 소개,5,3~4만원 미만,5,5,1,3,유튜브;네이버카페;TV시청;라디오 청취;신문/뉴스포털,유튜브;네이버카페;TV시청;라디오 청취;신문/뉴스포털,5,5,5,5,5,매일한다,규칙적인 운동;좋은 식습관;규칙적인 생활,4,5~6시간,한달에 1~2회,한달에 1~3잔,아니오 (6번으로 이동),,없다,남자,50대,기혼,3~5인 가구,전문대 졸,사무직,월 400~500만원 미만,
2022/06/07 4:22:47 오후 GMT+9,예 (1-1번으로 이동),종합비타민;오메가3,예,예,예,몸이나른해서,잠이부족할때,예 (1-1번으로 이동),질병의 예방 및 치료를 위해;건강 유지를 위해,,예,예,예,아니오,예,아니오,4,4,3,3,4,4,"판매처(온라인, 약국, 건강기능식품 매장, 해외직구 등)",3,3~4만원 미만,3,4,2,3,온라인/모바일앱 커뮤니티 (네이버카페 외);TV시청;신문/뉴스포털,"포털사이트 (구글, 네이버, 다음 등);TV시청;신문/뉴스포털",5,5,4,4,2,주 1~2회,"규칙적인 운동;비타민, 무기질 등 영양제 섭취",3,8시간 초과,전혀 마시지 않는다,하루에 1잔,아니오 (6번으로 이동),,없다,남자,60대 이상,기혼,2인 가구,전문대 졸,사무직,월 200~300만원 미만,
2022/06/07 4:24:26 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민D;오메가3;유산균;루테인, 지아잔틴 등 (눈 건강)",예,아니오,아니오,"관절이 슬슬 아플때, 취침시간이 빨라질때",,잘 모르겠음 (2번으로 이동),,,예,아니오,예,아니오,,,4,2,2,1,1,1,주변의 효과와 경험담 소개;제조사(상표) 신뢰도;제품의 표지 등에 표시된 제품 정보;원하는 성분과 그 함량,2,3~4만원 미만,5,5,5,4,유튜브;인스타그램;페이스북;트위터;네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외),"포털사이트 (구글, 네이버, 다음 등);네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외)",5,5,5,5,5,주 1~2회,"비타민, 무기질 등 영양제 섭취;정기적인 건강검진",3,5~6시간,한달에 1~2회,하루에 2잔 이상,아니오 (6번으로 이동),,없다,여자,20대,미혼,3~5인 가구,대학교 졸업,사무직,월 100~200만원 미만,
2022/06/07 4:24:43 오후 GMT+9,예 (1-1번으로 이동),"종합비타민;비타민C;비타민D;비타민B;무기질 (마그네슘, 칼슘, 철분 등);오메가3;유산균;루테인, 지아잔틴 등 (눈 건강);밀크씨슬, 우루사 등 (간 건강)",예,예,아니오,친지 건강 악화 소식/피로 회복 지체/시력 감퇴 등,음주/흡연/불규칙적 생활,예 (1-1번으로 이동),피로회복을 위해;질병의 예방 및 치료를 위해;일상의 활력 충전을 위해;피부 미용을 위해;건강 유지를 위해;의사/약사 등 전문가의 권유에 의해,,예,예,예,아니오,예,아니오,4,4,4,4,5,5,주변의 효과와 경험담 소개;제조사(상표) 신뢰도;제품의 표지 등에 표시된 제품 정보;원하는 성분과 그 함량;적정 가격,3,5만원 이상,4,4,5,5,유튜브;네이버카페;지식인;신문/뉴스포털,"유튜브;포털사이트 (구글, 네이버, 다음 등);네이버카페;온라인/모바일앱 커뮤니티 (네이버카페 외);지식인;신문/뉴스포털",4,4,5,4,4,주 3~5회,규칙적인 운동,3,6~8시간,일주일에 2~3회,한달에 1~3잔,예 (5-1번으로 이동),5~10개비 미만,없다,남자,40대,기혼,3~5인 가구,대학교 졸업,전문직,월 700만원 이상,
